"unit","var","subgroup","numerator","denominator"
"HER","All diagnoses",2022-10-01,43,5606
"HER","All diagnoses",2022-11-01,50,5606
"HER","All diagnoses",2022-12-01,60,5606
"HER","All diagnoses",2023-01-01,42,5656
"HER","All diagnoses",2023-02-01,49,5656
"HER","All diagnoses",2023-03-01,48,5656
"HER","All diagnoses",2023-04-01,60,5656
"HER","All diagnoses",2023-05-01,53,5656
"HER","All diagnoses",2023-06-01,44,5656
"HER","All diagnoses",2023-07-01,30,5656
"HER","All diagnoses",2023-08-01,34,5656
"HER","All diagnoses",2023-09-01,46,5656
"HER","All diagnoses",2023-10-01,41,5656
"HER","All diagnoses",2023-11-01,50,5656
"HER","All diagnoses",2023-12-01,49,5656
"HER","All diagnoses",2024-01-01,49,5772
"HER","All diagnoses",2024-02-01,36,5772
"HER","All diagnoses",2024-03-01,63,5772
"HER","All diagnoses",2024-04-01,43,5772
"HER","All diagnoses",2024-05-01,45,5772
"HER","All diagnoses",2024-06-01,36,5772
"HER","All diagnoses",2024-07-01,35,5772
"HER","All diagnoses",2024-08-01,32,5772
"HER","All diagnoses",2024-09-01,53,5772
"HER","All diagnoses",2024-10-01,30,5772
"HER","All diagnoses",2024-11-01,31,5772
"HER","All diagnoses",2024-12-01,47,5772
"HER","Fracture from fall",2020-01-01,19,5522
"HER","Fracture from fall",2020-02-01,16,5522
"HER","Fracture from fall",2020-03-01,14,5522
"HER","Fracture from fall",2020-04-01,11,5522
"HER","Fracture from fall",2020-05-01,16,5522
"HER","Fracture from fall",2020-06-01,10,5522
"HER","Fracture from fall",2020-07-01,11,5522
"HER","Fracture from fall",2020-08-01,22,5522
"HER","Fracture from fall",2020-09-01,14,5522
"HER","Fracture from fall",2020-10-01,8,5522
"HER","Fracture from fall",2020-11-01,18,5522
"HER","Fracture from fall",2020-12-01,13,5522
"HER","Fracture from fall",2021-01-01,14,5516
"HER","Fracture from fall",2021-02-01,16,5516
"HER","Fracture from fall",2021-03-01,11,5516
"HER","Fracture from fall",2021-04-01,15,5516
"HER","Fracture from fall",2021-05-01,11,5516
"HER","Fracture from fall",2021-06-01,17,5516
"HER","Fracture from fall",2021-07-01,9,5516
"HER","Fracture from fall",2021-08-01,11,5516
"HER","Fracture from fall",2021-09-01,16,5516
"HER","Fracture from fall",2021-10-01,11,5516
"HER","Fracture from fall",2021-11-01,10,5516
"HER","Fracture from fall",2021-12-01,17,5516
"HER","Fracture from fall",2022-01-01,13,5606
"HER","Fracture from fall",2022-02-01,7,5606
"HER","Fracture from fall",2022-03-01,10,5606
"HER","Fracture from fall",2022-04-01,14,5606
"HER","Fracture from fall",2022-05-01,14,5606
"HER","Fracture from fall",2022-06-01,16,5606
"HER","Fracture from fall",2022-07-01,17,5606
"HER","Fracture from fall",2022-08-01,33,5606
"HER","Fracture from fall",2022-09-01,11,5606
"HER","Fracture from fall",2022-10-01,7,5606
"HER","Fracture from fall",2022-11-01,22,5606
"HER","Fracture from fall",2022-12-01,24,5606
"HER","Fracture from fall",2023-01-01,14,5656
"HER","Fracture from fall",2023-02-01,15,5656
"HER","Fracture from fall",2023-03-01,13,5656
"HER","Fracture from fall",2023-04-01,22,5656
"HER","Fracture from fall",2023-05-01,23,5656
"HER","Fracture from fall",2023-06-01,11,5656
"HER","Fracture from fall",2023-07-01,10,5656
"HER","Fracture from fall",2023-08-01,12,5656
"HER","Fracture from fall",2023-09-01,18,5656
"HER","Fracture from fall",2023-10-01,15,5656
"HER","Fracture from fall",2023-11-01,22,5656
"HER","Fracture from fall",2023-12-01,15,5656
"HER","Fracture from fall",2024-01-01,19,5772
"HER","Fracture from fall",2024-02-01,15,5772
"HER","Fracture from fall",2024-03-01,24,5772
"HER","Fracture from fall",2024-04-01,14,5772
"HER","Fracture from fall",2024-05-01,18,5772
"HER","Fracture from fall",2024-06-01,13,5772
"HER","Fracture from fall",2024-07-01,12,5772
"HER","Fracture from fall",2024-08-01,11,5772
"HER","Fracture from fall",2024-09-01,14,5772
"HER","Fracture from fall",2024-10-01,10,5772
"HER","Fracture from fall",2024-11-01,11,5772
"HER","Fracture from fall",2024-12-01,16,5772
"HER","Gastroenteritis",2020-01-01,1,5522
"HER","Gastroenteritis",2020-02-01,2,5522
"HER","Gastroenteritis",2020-03-01,1,5522
"HER","Gastroenteritis",2020-04-01,1,5522
"HER","Gastroenteritis",2020-05-01,3,5522
"HER","Gastroenteritis",2020-06-01,1,5522
"HER","Gastroenteritis",2020-07-01,2,5522
"HER","Gastroenteritis",2020-08-01,1,5522
"HER","Gastroenteritis",2020-09-01,1,5522
"HER","Gastroenteritis",2020-10-01,3,5522
"HER","Gastroenteritis",2020-11-01,0,5522
"HER","Gastroenteritis",2020-12-01,0,5522
"HER","Gastroenteritis",2021-01-01,3,5516
"HER","Gastroenteritis",2021-02-01,2,5516
"HER","Gastroenteritis",2021-03-01,1,5516
"HER","Gastroenteritis",2021-04-01,1,5516
"HER","Gastroenteritis",2021-05-01,1,5516
"HER","Gastroenteritis",2021-06-01,0,5516
"HER","Gastroenteritis",2021-07-01,2,5516
"HER","Gastroenteritis",2021-08-01,4,5516
"HER","Gastroenteritis",2021-09-01,0,5516
"HER","Gastroenteritis",2021-10-01,0,5516
"HER","Gastroenteritis",2021-11-01,2,5516
"HER","Gastroenteritis",2021-12-01,1,5516
"HER","Gastroenteritis",2022-01-01,4,5606
"HER","Gastroenteritis",2022-02-01,1,5606
"HER","Gastroenteritis",2022-03-01,3,5606
"HER","Gastroenteritis",2022-04-01,4,5606
"HER","Gastroenteritis",2022-05-01,4,5606
"HER","Gastroenteritis",2022-06-01,3,5606
"HER","Gastroenteritis",2022-07-01,0,5606
"HER","Gastroenteritis",2022-08-01,1,5606
"HER","Gastroenteritis",2022-09-01,1,5606
"HER","Gastroenteritis",2022-10-01,2,5606
"HER","Gastroenteritis",2022-11-01,3,5606
"HER","Gastroenteritis",2022-12-01,1,5606
"HER","Gastroenteritis",2023-01-01,3,5656
"HER","Gastroenteritis",2023-02-01,2,5656
"HER","Gastroenteritis",2023-03-01,2,5656
"HER","Gastroenteritis",2023-04-01,1,5656
"HER","Gastroenteritis",2023-05-01,2,5656
"HER","Gastroenteritis",2023-06-01,2,5656
"HER","Gastroenteritis",2023-07-01,0,5656
"HER","Gastroenteritis",2023-08-01,2,5656
"HER","Gastroenteritis",2023-09-01,3,5656
"HER","Gastroenteritis",2023-10-01,0,5656
"HER","Gastroenteritis",2023-11-01,3,5656
"HER","Gastroenteritis",2023-12-01,0,5656
"HER","Gastroenteritis",2024-01-01,4,5772
"HER","Gastroenteritis",2024-02-01,1,5772
"HER","Gastroenteritis",2024-03-01,7,5772
"HER","Gastroenteritis",2024-04-01,3,5772
"HER","Gastroenteritis",2024-05-01,2,5772
"HER","Gastroenteritis",2024-06-01,0,5772
"HER","Gastroenteritis",2024-07-01,1,5772
"HER","Gastroenteritis",2024-08-01,2,5772
"HER","Gastroenteritis",2024-09-01,3,5772
"HER","Gastroenteritis",2024-10-01,2,5772
"HER","Gastroenteritis",2024-11-01,2,5772
"HER","Gastroenteritis",2024-12-01,1,5772
"HER","Lower respiratory disease",2020-01-01,23,5522
"HER","Lower respiratory disease",2020-02-01,31,5522
"HER","Lower respiratory disease",2020-03-01,23,5522
"HER","Lower respiratory disease",2020-04-01,16,5522
"HER","Lower respiratory disease",2020-05-01,12,5522
"HER","Lower respiratory disease",2020-06-01,11,5522
"HER","Lower respiratory disease",2020-07-01,16,5522
"HER","Lower respiratory disease",2020-08-01,14,5522
"HER","Lower respiratory disease",2020-09-01,13,5522
"HER","Lower respiratory disease",2020-10-01,8,5522
"HER","Lower respiratory disease",2020-11-01,11,5522
"HER","Lower respiratory disease",2020-12-01,16,5522
"HER","Lower respiratory disease",2021-01-01,11,5516
"HER","Lower respiratory disease",2021-02-01,14,5516
"HER","Lower respiratory disease",2021-03-01,16,5516
"HER","Lower respiratory disease",2021-04-01,10,5516
"HER","Lower respiratory disease",2021-05-01,17,5516
"HER","Lower respiratory disease",2021-06-01,8,5516
"HER","Lower respiratory disease",2021-07-01,12,5516
"HER","Lower respiratory disease",2021-08-01,16,5516
"HER","Lower respiratory disease",2021-09-01,16,5516
"HER","Lower respiratory disease",2021-10-01,30,5516
"HER","Lower respiratory disease",2021-11-01,12,5516
"HER","Lower respiratory disease",2021-12-01,17,5516
"HER","Lower respiratory disease",2022-01-01,17,5606
"HER","Lower respiratory disease",2022-02-01,13,5606
"HER","Lower respiratory disease",2022-03-01,24,5606
"HER","Lower respiratory disease",2022-04-01,27,5606
"HER","Lower respiratory disease",2022-05-01,13,5606
"HER","Lower respiratory disease",2022-06-01,26,5606
"HER","Lower respiratory disease",2022-07-01,16,5606
"HER","Lower respiratory disease",2022-08-01,18,5606
"HER","Lower respiratory disease",2022-09-01,14,5606
"HER","Lower respiratory disease",2022-10-01,28,5606
"HER","Lower respiratory disease",2022-11-01,19,5606
"HER","Lower respiratory disease",2022-12-01,24,5606
"HER","Lower respiratory disease",2023-01-01,21,5656
"HER","Lower respiratory disease",2023-02-01,20,5656
"HER","Lower respiratory disease",2023-03-01,21,5656
"HER","Lower respiratory disease",2023-04-01,21,5656
"HER","Lower respiratory disease",2023-05-01,19,5656
"HER","Lower respiratory disease",2023-06-01,16,5656
"HER","Lower respiratory disease",2023-07-01,13,5656
"HER","Lower respiratory disease",2023-08-01,11,5656
"HER","Lower respiratory disease",2023-09-01,16,5656
"HER","Lower respiratory disease",2023-10-01,16,5656
"HER","Lower respiratory disease",2023-11-01,20,5656
"HER","Lower respiratory disease",2023-12-01,23,5656
"HER","Lower respiratory disease",2024-01-01,23,5772
"HER","Lower respiratory disease",2024-02-01,18,5772
"HER","Lower respiratory disease",2024-03-01,26,5772
"HER","Lower respiratory disease",2024-04-01,21,5772
"HER","Lower respiratory disease",2024-05-01,20,5772
"HER","Lower respiratory disease",2024-06-01,18,5772
"HER","Lower respiratory disease",2024-07-01,12,5772
"HER","Lower respiratory disease",2024-08-01,13,5772
"HER","Lower respiratory disease",2024-09-01,20,5772
"HER","Lower respiratory disease",2024-10-01,12,5772
"HER","Lower respiratory disease",2024-11-01,10,5772
"HER","Lower respiratory disease",2024-12-01,22,5772
"HER","Obstipation",2020-01-01,5,5522
"HER","Obstipation",2020-02-01,1,5522
"HER","Obstipation",2020-03-01,1,5522
"HER","Obstipation",2020-04-01,1,5522
"HER","Obstipation",2020-05-01,2,5522
"HER","Obstipation",2020-06-01,3,5522
"HER","Obstipation",2020-07-01,1,5522
"HER","Obstipation",2020-08-01,6,5522
"HER","Obstipation",2020-09-01,4,5522
"HER","Obstipation",2020-10-01,1,5522
"HER","Obstipation",2020-11-01,3,5522
"HER","Obstipation",2020-12-01,4,5522
"HER","Obstipation",2021-01-01,4,5516
"HER","Obstipation",2021-02-01,3,5516
"HER","Obstipation",2021-03-01,2,5516
"HER","Obstipation",2021-04-01,3,5516
"HER","Obstipation",2021-05-01,1,5516
"HER","Obstipation",2021-06-01,0,5516
"HER","Obstipation",2021-07-01,1,5516
"HER","Obstipation",2021-08-01,2,5516
"HER","Obstipation",2021-09-01,1,5516
"HER","Obstipation",2021-10-01,4,5516
"HER","Obstipation",2021-11-01,2,5516
"HER","Obstipation",2021-12-01,3,5516
"HER","Obstipation",2022-01-01,2,5606
"HER","Obstipation",2022-02-01,2,5606
"HER","Obstipation",2022-03-01,0,5606
"HER","Obstipation",2022-04-01,2,5606
"HER","Obstipation",2022-05-01,2,5606
"HER","Obstipation",2022-06-01,0,5606
"HER","Obstipation",2022-07-01,3,5606
"HER","Obstipation",2022-08-01,0,5606
"HER","Obstipation",2022-09-01,2,5606
"HER","Obstipation",2022-10-01,1,5606
"HER","Obstipation",2022-11-01,1,5606
"HER","Obstipation",2022-12-01,2,5606
"HER","Obstipation",2023-01-01,2,5656
"HER","Obstipation",2023-02-01,4,5656
"HER","Obstipation",2023-03-01,1,5656
"HER","Obstipation",2023-04-01,5,5656
"HER","Obstipation",2023-05-01,1,5656
"HER","Obstipation",2023-06-01,4,5656
"HER","Obstipation",2023-07-01,1,5656
"HER","Obstipation",2023-08-01,4,5656
"HER","Obstipation",2023-09-01,3,5656
"HER","Obstipation",2023-10-01,0,5656
"HER","Obstipation",2023-11-01,0,5656
"HER","Obstipation",2023-12-01,1,5656
"HER","Obstipation",2024-01-01,3,5772
"HER","Obstipation",2024-02-01,1,5772
"HER","Obstipation",2024-03-01,1,5772
"HER","Obstipation",2024-04-01,1,5772
"HER","Obstipation",2024-05-01,1,5772
"HER","Obstipation",2024-06-01,1,5772
"HER","Obstipation",2024-07-01,1,5772
"HER","Obstipation",2024-08-01,0,5772
"HER","Obstipation",2024-09-01,2,5772
"HER","Obstipation",2024-10-01,1,5772
"HER","Obstipation",2024-11-01,1,5772
"HER","Obstipation",2024-12-01,1,5772
"HER","Urinary tract infection",2020-01-01,8,5522
"HER","Urinary tract infection",2020-02-01,5,5522
"HER","Urinary tract infection",2020-03-01,4,5522
"HER","Urinary tract infection",2020-04-01,7,5522
"HER","Urinary tract infection",2020-05-01,3,5522
"HER","Urinary tract infection",2020-06-01,4,5522
"HER","Urinary tract infection",2020-07-01,5,5522
"HER","Urinary tract infection",2020-08-01,5,5522
"HER","Urinary tract infection",2020-09-01,6,5522
"HER","Urinary tract infection",2020-10-01,6,5522
"HER","Urinary tract infection",2020-11-01,7,5522
"HER","Urinary tract infection",2020-12-01,12,5522
"HER","Urinary tract infection",2021-01-01,11,5516
"HER","Urinary tract infection",2021-02-01,8,5516
"HER","Urinary tract infection",2021-03-01,7,5516
"HER","Urinary tract infection",2021-04-01,5,5516
"HER","Urinary tract infection",2021-05-01,9,5516
"HER","Urinary tract infection",2021-06-01,9,5516
"HER","Urinary tract infection",2021-07-01,10,5516
"HER","Urinary tract infection",2021-08-01,9,5516
"HER","Urinary tract infection",2021-09-01,7,5516
"HER","Urinary tract infection",2021-10-01,8,5516
"HER","Urinary tract infection",2021-11-01,4,5516
"HER","Urinary tract infection",2021-12-01,8,5516
"HER","Urinary tract infection",2022-01-01,14,5606
"HER","Urinary tract infection",2022-02-01,4,5606
"HER","Urinary tract infection",2022-03-01,6,5606
"HER","Urinary tract infection",2022-04-01,13,5606
"HER","Urinary tract infection",2022-05-01,10,5606
"HER","Urinary tract infection",2022-06-01,12,5606
"HER","Urinary tract infection",2022-07-01,4,5606
"HER","Urinary tract infection",2022-08-01,6,5606
"HER","Urinary tract infection",2022-09-01,7,5606
"HER","Urinary tract infection",2022-10-01,5,5606
"HER","Urinary tract infection",2022-11-01,5,5606
"HER","Urinary tract infection",2022-12-01,9,5606
"HER","Urinary tract infection",2023-01-01,2,5656
"HER","Urinary tract infection",2023-02-01,8,5656
"HER","Urinary tract infection",2023-03-01,11,5656
"HER","Urinary tract infection",2023-04-01,11,5656
"HER","Urinary tract infection",2023-05-01,8,5656
"HER","Urinary tract infection",2023-06-01,11,5656
"HER","Urinary tract infection",2023-07-01,6,5656
"HER","Urinary tract infection",2023-08-01,5,5656
"HER","Urinary tract infection",2023-09-01,6,5656
"HER","Urinary tract infection",2023-10-01,10,5656
"HER","Urinary tract infection",2023-11-01,5,5656
"HER","Urinary tract infection",2023-12-01,10,5656
"HER","Urinary tract infection",2024-01-01,0,5772
"HER","Urinary tract infection",2024-02-01,1,5772
"HER","Urinary tract infection",2024-03-01,5,5772
"HER","Urinary tract infection",2024-04-01,4,5772
"HER","Urinary tract infection",2024-05-01,4,5772
"HER","Urinary tract infection",2024-06-01,4,5772
"HER","Urinary tract infection",2024-07-01,9,5772
"HER","Urinary tract infection",2024-08-01,6,5772
"HER","Urinary tract infection",2024-09-01,14,5772
"HER","Urinary tract infection",2024-10-01,5,5772
"HER","Urinary tract infection",2024-11-01,7,5772
"HER","Urinary tract infection",2024-12-01,7,5772
"LYN","All diagnoses",2020-01-01,87,11170
"LYN","All diagnoses",2020-02-01,98,11170
"LYN","All diagnoses",2020-03-01,69,11170
"LYN","All diagnoses",2020-04-01,45,11170
"LYN","All diagnoses",2020-05-01,59,11170
"LYN","All diagnoses",2020-06-01,66,11170
"LYN","All diagnoses",2020-07-01,76,11170
"LYN","All diagnoses",2020-08-01,85,11170
"LYN","All diagnoses",2020-09-01,70,11170
"LYN","All diagnoses",2020-10-01,77,11170
"LYN","All diagnoses",2020-11-01,67,11170
"LYN","All diagnoses",2020-12-01,65,11170
"LYN","All diagnoses",2021-01-01,73,11090
"LYN","All diagnoses",2021-02-01,65,11090
"LYN","All diagnoses",2021-03-01,68,11090
"LYN","All diagnoses",2021-04-01,65,11090
"LYN","All diagnoses",2021-05-01,67,11090
"LYN","All diagnoses",2021-06-01,68,11090
"LYN","All diagnoses",2021-07-01,73,11090
"LYN","All diagnoses",2021-08-01,77,11090
"LYN","All diagnoses",2021-09-01,91,11090
"LYN","All diagnoses",2021-10-01,102,11090
"LYN","All diagnoses",2021-11-01,86,11090
"LYN","All diagnoses",2021-12-01,84,11090
"LYN","All diagnoses",2022-01-01,86,11290
"LYN","All diagnoses",2022-02-01,51,11290
"LYN","All diagnoses",2022-03-01,62,11290
"LYN","All diagnoses",2022-04-01,71,11290
"LYN","All diagnoses",2022-05-01,79,11290
"LYN","All diagnoses",2022-06-01,67,11290
"LYN","All diagnoses",2022-07-01,79,11290
"LYN","All diagnoses",2022-08-01,82,11290
"LYN","All diagnoses",2022-09-01,68,11290
"LYN","All diagnoses",2022-10-01,72,11290
"LYN","All diagnoses",2022-11-01,80,11290
"LYN","All diagnoses",2022-12-01,125,11290
"LYN","All diagnoses",2023-01-01,92,11480
"LYN","All diagnoses",2023-02-01,65,11480
"LYN","All diagnoses",2023-03-01,85,11480
"LYN","All diagnoses",2023-04-01,106,11480
"LYN","All diagnoses",2023-05-01,95,11480
"LYN","All diagnoses",2023-06-01,72,11480
"LYN","All diagnoses",2023-07-01,64,11480
"LYN","All diagnoses",2023-08-01,70,11480
"LYN","All diagnoses",2023-09-01,54,11480
"LYN","All diagnoses",2023-10-01,71,11480
"LYN","All diagnoses",2023-11-01,78,11480
"LYN","All diagnoses",2023-12-01,98,11480
"LYN","All diagnoses",2024-01-01,97,11562
"LYN","All diagnoses",2024-02-01,57,11562
"LYN","All diagnoses",2024-03-01,90,11562
"LYN","All diagnoses",2024-04-01,82,11562
"LYN","All diagnoses",2024-05-01,76,11562
"LYN","All diagnoses",2024-06-01,71,11562
"LYN","All diagnoses",2024-07-01,61,11562
"LYN","All diagnoses",2024-08-01,61,11562
"LYN","All diagnoses",2024-09-01,73,11562
"LYN","All diagnoses",2024-10-01,79,11562
"LYN","All diagnoses",2024-11-01,78,11562
"LYN","All diagnoses",2024-12-01,99,11562
"LYN","Fracture from fall",2020-01-01,29,11170
"LYN","Fracture from fall",2020-02-01,46,11170
"LYN","Fracture from fall",2020-03-01,25,11170
"LYN","Fracture from fall",2020-04-01,19,11170
"LYN","Fracture from fall",2020-05-01,27,11170
"LYN","Fracture from fall",2020-06-01,28,11170
"LYN","Fracture from fall",2020-07-01,29,11170
"LYN","Fracture from fall",2020-08-01,39,11170
"LYN","Fracture from fall",2020-09-01,23,11170
"LYN","Fracture from fall",2020-10-01,35,11170
"LYN","Fracture from fall",2020-11-01,34,11170
"LYN","Fracture from fall",2020-12-01,23,11170
"LYN","Fracture from fall",2021-01-01,41,11090
"LYN","Fracture from fall",2021-02-01,30,11090
"LYN","Fracture from fall",2021-03-01,30,11090
"LYN","Fracture from fall",2021-04-01,27,11090
"LYN","Fracture from fall",2021-05-01,25,11090
"LYN","Fracture from fall",2021-06-01,32,11090
"LYN","Fracture from fall",2021-07-01,28,11090
"LYN","Fracture from fall",2021-08-01,41,11090
"LYN","Fracture from fall",2021-09-01,41,11090
"LYN","Fracture from fall",2021-10-01,45,11090
"LYN","Fracture from fall",2021-11-01,44,11090
"LYN","Fracture from fall",2021-12-01,35,11090
"LYN","Fracture from fall",2022-01-01,26,11290
"LYN","Fracture from fall",2022-02-01,19,11290
"LYN","Fracture from fall",2022-03-01,32,11290
"LYN","Fracture from fall",2022-04-01,31,11290
"LYN","Fracture from fall",2022-05-01,34,11290
"LYN","Fracture from fall",2022-06-01,31,11290
"LYN","Fracture from fall",2022-07-01,29,11290
"LYN","Fracture from fall",2022-08-01,33,11290
"LYN","Fracture from fall",2022-09-01,32,11290
"LYN","Fracture from fall",2022-10-01,28,11290
"LYN","Fracture from fall",2022-11-01,31,11290
"LYN","Fracture from fall",2022-12-01,53,11290
"LYN","Fracture from fall",2023-01-01,29,11480
"LYN","Fracture from fall",2023-02-01,32,11480
"LYN","Fracture from fall",2023-03-01,35,11480
"LYN","Fracture from fall",2023-04-01,34,11480
"LYN","Fracture from fall",2023-05-01,37,11480
"LYN","Fracture from fall",2023-06-01,34,11480
"LYN","Fracture from fall",2023-07-01,31,11480
"LYN","Fracture from fall",2023-08-01,28,11480
"LYN","Fracture from fall",2023-09-01,21,11480
"LYN","Fracture from fall",2023-10-01,33,11480
"LYN","Fracture from fall",2023-11-01,31,11480
"LYN","Fracture from fall",2023-12-01,42,11480
"LYN","Fracture from fall",2024-01-01,49,11562
"LYN","Fracture from fall",2024-02-01,17,11562
"LYN","Fracture from fall",2024-03-01,27,11562
"LYN","Fracture from fall",2024-04-01,37,11562
"LYN","Fracture from fall",2024-05-01,34,11562
"LYN","Fracture from fall",2024-06-01,25,11562
"LYN","Fracture from fall",2024-07-01,26,11562
"LYN","Fracture from fall",2024-08-01,26,11562
"LYN","Fracture from fall",2024-09-01,31,11562
"LYN","Fracture from fall",2024-10-01,39,11562
"LYN","Fracture from fall",2024-11-01,44,11562
"LYN","Fracture from fall",2024-12-01,29,11562
"LYN","Gastroenteritis",2020-01-01,2,11170
"LYN","Gastroenteritis",2020-02-01,1,11170
"LYN","Gastroenteritis",2020-03-01,5,11170
"LYN","Gastroenteritis",2020-04-01,1,11170
"LYN","Gastroenteritis",2020-05-01,1,11170
"LYN","Gastroenteritis",2020-06-01,1,11170
"LYN","Gastroenteritis",2020-07-01,5,11170
"LYN","Gastroenteritis",2020-08-01,1,11170
"LYN","Gastroenteritis",2020-09-01,1,11170
"LYN","Gastroenteritis",2020-10-01,0,11170
"LYN","Gastroenteritis",2020-11-01,0,11170
"LYN","Gastroenteritis",2020-12-01,0,11170
"LYN","Gastroenteritis",2021-01-01,0,11090
"LYN","Gastroenteritis",2021-02-01,0,11090
"LYN","Gastroenteritis",2021-03-01,2,11090
"LYN","Gastroenteritis",2021-04-01,1,11090
"LYN","Gastroenteritis",2021-05-01,2,11090
"LYN","Gastroenteritis",2021-06-01,3,11090
"LYN","Gastroenteritis",2021-07-01,3,11090
"LYN","Gastroenteritis",2021-08-01,3,11090
"LYN","Gastroenteritis",2021-09-01,1,11090
"LYN","Gastroenteritis",2021-10-01,3,11090
"LYN","Gastroenteritis",2021-11-01,5,11090
"LYN","Gastroenteritis",2021-12-01,0,11090
"LYN","Gastroenteritis",2022-01-01,3,11290
"LYN","Gastroenteritis",2022-02-01,5,11290
"LYN","Gastroenteritis",2022-03-01,4,11290
"LYN","Gastroenteritis",2022-04-01,2,11290
"LYN","Gastroenteritis",2022-05-01,1,11290
"LYN","Gastroenteritis",2022-06-01,4,11290
"LYN","Gastroenteritis",2022-07-01,0,11290
"LYN","Gastroenteritis",2022-08-01,4,11290
"LYN","Gastroenteritis",2022-09-01,1,11290
"LYN","Gastroenteritis",2022-10-01,1,11290
"LYN","Gastroenteritis",2022-11-01,2,11290
"LYN","Gastroenteritis",2022-12-01,3,11290
"LYN","Gastroenteritis",2023-01-01,1,11480
"LYN","Gastroenteritis",2023-02-01,3,11480
"LYN","Gastroenteritis",2023-03-01,6,11480
"LYN","Gastroenteritis",2023-04-01,3,11480
"LYN","Gastroenteritis",2023-05-01,2,11480
"LYN","Gastroenteritis",2023-06-01,6,11480
"LYN","Gastroenteritis",2023-07-01,3,11480
"LYN","Gastroenteritis",2023-08-01,1,11480
"LYN","Gastroenteritis",2023-09-01,1,11480
"LYN","Gastroenteritis",2023-10-01,1,11480
"LYN","Gastroenteritis",2023-11-01,1,11480
"LYN","Gastroenteritis",2023-12-01,6,11480
"LYN","Gastroenteritis",2024-01-01,2,11562
"LYN","Gastroenteritis",2024-02-01,2,11562
"LYN","Gastroenteritis",2024-03-01,3,11562
"LYN","Gastroenteritis",2024-04-01,1,11562
"LYN","Gastroenteritis",2024-05-01,3,11562
"LYN","Gastroenteritis",2024-06-01,5,11562
"LYN","Gastroenteritis",2024-07-01,1,11562
"LYN","Gastroenteritis",2024-08-01,2,11562
"LYN","Gastroenteritis",2024-09-01,3,11562
"LYN","Gastroenteritis",2024-10-01,1,11562
"LYN","Gastroenteritis",2024-11-01,2,11562
"LYN","Gastroenteritis",2024-12-01,1,11562
"LYN","Lower respiratory disease",2020-01-01,48,11170
"LYN","Lower respiratory disease",2020-02-01,39,11170
"LYN","Lower respiratory disease",2020-03-01,30,11170
"LYN","Lower respiratory disease",2020-04-01,16,11170
"LYN","Lower respiratory disease",2020-05-01,20,11170
"LYN","Lower respiratory disease",2020-06-01,20,11170
"LYN","Lower respiratory disease",2020-07-01,22,11170
"LYN","Lower respiratory disease",2020-08-01,26,11170
"LYN","Lower respiratory disease",2020-09-01,20,11170
"LYN","Lower respiratory disease",2020-10-01,19,11170
"LYN","Lower respiratory disease",2020-11-01,17,11170
"LYN","Lower respiratory disease",2020-12-01,23,11170
"LYN","Lower respiratory disease",2021-01-01,15,11090
"LYN","Lower respiratory disease",2021-02-01,21,11090
"LYN","Lower respiratory disease",2021-03-01,18,11090
"LYN","Lower respiratory disease",2021-04-01,16,11090
"LYN","Lower respiratory disease",2021-05-01,21,11090
"LYN","Lower respiratory disease",2021-06-01,19,11090
"LYN","Lower respiratory disease",2021-07-01,24,11090
"LYN","Lower respiratory disease",2021-08-01,16,11090
"LYN","Lower respiratory disease",2021-09-01,33,11090
"LYN","Lower respiratory disease",2021-10-01,38,11090
"LYN","Lower respiratory disease",2021-11-01,21,11090
"LYN","Lower respiratory disease",2021-12-01,31,11090
"LYN","Lower respiratory disease",2022-01-01,27,11290
"LYN","Lower respiratory disease",2022-02-01,17,11290
"LYN","Lower respiratory disease",2022-03-01,13,11290
"LYN","Lower respiratory disease",2022-04-01,19,11290
"LYN","Lower respiratory disease",2022-05-01,30,11290
"LYN","Lower respiratory disease",2022-06-01,17,11290
"LYN","Lower respiratory disease",2022-07-01,28,11290
"LYN","Lower respiratory disease",2022-08-01,23,11290
"LYN","Lower respiratory disease",2022-09-01,21,11290
"LYN","Lower respiratory disease",2022-10-01,30,11290
"LYN","Lower respiratory disease",2022-11-01,33,11290
"LYN","Lower respiratory disease",2022-12-01,46,11290
"LYN","Lower respiratory disease",2023-01-01,44,11480
"LYN","Lower respiratory disease",2023-02-01,17,11480
"LYN","Lower respiratory disease",2023-03-01,31,11480
"LYN","Lower respiratory disease",2023-04-01,43,11480
"LYN","Lower respiratory disease",2023-05-01,29,11480
"LYN","Lower respiratory disease",2023-06-01,18,11480
"LYN","Lower respiratory disease",2023-07-01,19,11480
"LYN","Lower respiratory disease",2023-08-01,22,11480
"LYN","Lower respiratory disease",2023-09-01,19,11480
"LYN","Lower respiratory disease",2023-10-01,26,11480
"LYN","Lower respiratory disease",2023-11-01,34,11480
"LYN","Lower respiratory disease",2023-12-01,33,11480
"LYN","Lower respiratory disease",2024-01-01,34,11562
"LYN","Lower respiratory disease",2024-02-01,27,11562
"LYN","Lower respiratory disease",2024-03-01,49,11562
"LYN","Lower respiratory disease",2024-04-01,27,11562
"LYN","Lower respiratory disease",2024-05-01,27,11562
"LYN","Lower respiratory disease",2024-06-01,19,11562
"LYN","Lower respiratory disease",2024-07-01,19,11562
"LYN","Lower respiratory disease",2024-08-01,16,11562
"LYN","Lower respiratory disease",2024-09-01,22,11562
